group	marker	position
4A	Cluster_3250|Contig2|likelySeq@1257	61.8
4A	Cluster_5212|Contig2|original@138	61.8
4A	Cluster_6266|Contig2|original@1028	61.8
4A	Cluster_5045|Contig1|complementarySeq@2408	61.8363636363636
4A	cluster_singlet|EPO_061_Contig2175|original@1987	62.0666666666667
4A	Cluster_3954|Contig2|original@1477	62.0666666666667
4A	Cluster_3954|Contig3|original@413	62.0666666666667
4A	Cluster_4212|Contig4|likelySeq@972	62.0666666666667
4A	Cluster_5212|Contig1|complementarySeq@881	62.0666666666667
4A	Cluster_118|Contig1|original@919	62.0666666666667
4A	Cluster_11926|Contig1|complementarySeq@983	62.0666666666667
4A	Cluster_12204|Contig2|original@1322	62.0666666666667
4A	Cluster_14|Contig217|likelySeq@2216	62.0666666666667
4A	Cluster_14|Contig1495|original@1475	62.0666666666667
4A	Cluster_21067|Contig1|original@478	62.0666666666667
4A	Cluster_291|Contig3|original@397	62.0666666666667
4A	Cluster_15338|Contig1|original@198	62.2
4A	Cluster_9503|Contig1|complementarySeq@855	62.2
4A	Cluster_2528|Contig1|complementarySeq@201	62.5
4A	Cluster_17562|Contig1|complementarySeq@722	64.1
4A	Cluster_9292|Contig2|complementarySeq@770	64.1
4A	Cluster_7093|Contig1|original@936	64.35
4A	Cluster_202|Contig3|original@955	64.6
4A	Cluster_16647|Contig2|original@895	65.2
4A	Cluster_2926|Contig5|original@298	65.2
4A	Cluster_4689|Contig3|original@1265	65.5444444444445
4A	Cluster_4689|Contig1|original@1323	65.5444444444445
4A	Cluster_19929|Contig1|original@520	65.5444444444445
4A	Cluster_2926|Contig3|original@195	65.6272727272727
4A	Cluster_497|Contig6|original@561	65.6272727272727
4A	Cluster_9440|Contig1|original@435	65.6272727272727
4A	Cluster_12043|Contig3|complementarySeq@1338	65.6272727272727
4A	Cluster_16647|Contig2|original@642	65.6272727272727
4A	Cluster_3371|Contig2|original@419	65.6272727272727
4A	Cluster_10089|Contig1|original@1388	66
4A	Cluster_1215|Contig2|original@245	66
4A	Cluster_1801|Contig1|likelySeq@1493	66
4A	Cluster_3808|Contig2|original@591	66
4A	Cluster_497|Contig5|original@158	66
4A	Cluster_5068|Contig6|original@1291	66
4A	Cluster_5705|Contig1|complementarySeq@220	66
4A	Cluster_4799|Contig5|original@1368	66.1526315789474
4A	Cluster_4059|Contig2|likelySeq@1516	66.4142857142857
4A	Cluster_200|Contig16|likelySeq@1955	66.4142857142857
4A	Cluster_2805|Contig5|original@1465	67
4A	Cluster_1583|Contig2|original@333	67
4A	Cluster_1351|Contig3|original@1030	67.02
4A	Cluster_1351|Contig1|original@1044	67.02
4A	Cluster_18343|Contig1|complementarySeq@1368	67.02
4A	Cluster_9441|Contig2|original@257	67.5
4A	Cluster_4799|Contig3|original@2453	67.65
4A	Cluster_8014|Contig2|likelySeq@1678	68.025
4A	Cluster_13606|Contig1|complementarySeq@1934	68.2
4A	Cluster_3180|Contig7|original@511	68.2
4A	Cluster_4517|Contig1|original@675	68.2
4A	Cluster_8424|Contig4|original@468	68.2
4A	Cluster_13768|Contig1|complementarySeq@354	68.2
4A	Cluster_8014|Contig2|likelySeq@685	70.1
4A	Traes_4AL_348E237B5@1561	80.4
4A	Cluster_5280|Contig3|original@650	80.4
4A	Cluster_920|Contig2|complementarySeq@1354	80.4
4A	Cluster_5403|Contig1|likelySeq@1998	81.2
4A	Cluster_5586|Contig2|original@47	81.2
4A	Cluster_1306|Contig2|complementarySeq@139	81.6
4A	Cluster_8523|Contig1|likelySeq@1447	81.6
4A	Cluster_1577|Contig1|complementarySeq@452	81.9
4A	Cluster_12607|Contig4|complementarySeq@231	82.8
4A	Cluster_15887|Contig2|likelySeq@1007	82.8
4A	Cluster_5286|Contig1|likelySeq@489	83.2
4A	Cluster_842|Contig1|original@1076	83.2
4A	Cluster_2819|Contig4|likelySeq@242	84.6
4A	Cluster_8904|Contig1|original@326	84.6
4A	Traes_4AL_F42D25A94@918	84.6
4A	Cluster_2312|Contig2|original@1289	84.7
4A	Cluster_749|Contig1|likelySeq@460	84.9428571428571
4A	Cluster_2214|Contig1|complementarySeq@1187	84.9428571428571
4A	Cluster_1730|Contig6|original@3045	85.1
4A	Cluster_18355|Contig2|likelySeq@496	85.1
4A	Cluster_2211|Contig9|complementarySeq@346	85.2555555555556
4A	Cluster_1306|Contig2|complementarySeq@180	85.30625
4A	Cluster_6916|Contig3|original@2169	85.3375
4A	Cluster_3406|Contig1|likelySeq@951	85.3375
4A	Cluster_6916|Contig2|original@317	85.3666666666667
4A	Cluster_6916|Contig1|original@912	85.3666666666667
4A	Cluster_6916|Contig4|original@1612	85.3666666666667
4A	Cluster_7669|Contig1|original@276	85.3666666666667
4A	Cluster_7946|Contig2|likelySeq@2577	85.3666666666667
4A	Cluster_8523|Contig1|likelySeq@2395	85.3666666666667
4A	Cluster_466|Contig1|complementarySeq@505	85.43125
4A	Cluster_6916|Contig2|original@386	85.4769230769231
4A	Cluster_7412|Contig2|original@876	85.4941176470588
4A	Cluster_4868|Contig2|original@234	85.8111111111111
4A	Cluster_982|Contig3|original@340	85.8266666666667
4A	Cluster_1727|Contig1|complementarySeq@896	86.5
4A	Cluster_2377|Contig1|complementarySeq@910	86.5
4A	Cluster_6285|Contig1|original@582	86.5
4A	Cluster_1294|Contig2|original@1738	87.7
4A	Cluster_13636|Contig1|likelySeq@729	87.7
4A	Cluster_3406|Contig1|likelySeq@332	87.7
4A	Cluster_6916|Contig3|original@896	88
4A	Cluster_17368|Contig1|original@392	88.5
4A	Cluster_1839|Contig1|original@808	88.5
4A	Cluster_9705|Contig2|likelySeq@1230	90.4
4A	Cluster_9765|Contig1|likelySeq@367	93.5
4A	Cluster_139|Contig2|original@2444	95
4A	Cluster_7983|Contig1|complementarySeq@2172	95
4A	Cluster_4395|Contig8|likelySeq@976	95.1
4A	Cluster_17587|Contig1|original@424	95.3
4A	Cluster_4395|Contig6|likelySeq@603	96.54
4A	Cluster_10140|Contig2|complementarySeq@146	98.5
4A	Cluster_1330|Contig1|original@1101	98.5
4A	Cluster_1330|Contig4|original@1257	98.5
4A	Cluster_2467|Contig2|original@1410	98.6
4A	Cluster_897|Contig1|original@480	98.6
4A	Cluster_2452|Contig1|original@342	98.6
4A	Cluster_2452|Contig2|likelySeq@1173	98.9
4A	Cluster_35985|Contig1|original@352	99.7
4A	Cluster_3759|Contig1|likelySeq@1679	99.7
4A	Cluster_1534|Contig1|original@161	99.7
4A	Cluster_2667|Contig2|original@805	99.7
4A	Cluster_11825|Contig1|original@282	105.3
4A	Cluster_1223|Contig2|original@141	105.3
4A	Cluster_8135|Contig2|original@920	105.3
4A	Cluster_16769|Contig1|likelySeq@387	105.3
4A	Cluster_149|Contig15|original@576	105.6
4A	Cluster_722|Contig5|original@2953	105.75
4A	Cluster_7437|Contig4|original@816	105.75
4A	Cluster_7775|Contig2|original@240	105.75
4A	Cluster_1223|Contig2|original@301	105.75
4A	Cluster_7775|Contig2|original@288	106.2
4A	Cluster_1744|Contig1|original@1038	107
4A	Cluster_1986|Contig1|original@236	107
4A	Cluster_3273|Contig1|original@263	107
4A	Cluster_561|Contig1|original@237	107.9
4A	Cluster_6214|Contig2|likelySeq@298	108.5
4A	Cluster_6607|Contig2|original@1623	108.5
4A	Cluster_7200|Contig1|original@234	108.5
4A	Cluster_2173|Contig4|original@1815	108.5
4A	Cluster_3346|Contig1|original@403	108.5
4A	Cluster_14403|Contig3|original@2551	109.3
4A	Cluster_2173|Contig3|original@494	109.342857142857
4A	Cluster_948|Contig2|original@2756	111.3
4A	Cluster_14008|Contig2|complementarySeq@214	115.9
4A	Cluster_15195|Contig1|original@565	118.9
4A	Cluster_6034|Contig1|original@291	118.9
4A	Cluster_13247|Contig3|original@156	122
4A	Cluster_2606|Contig1|original@380	125.2
4A	Cluster_1409|Contig18|original@769	125.2
4A	Cluster_11303|Contig2|complementarySeq@1420	125.2
4A	Cluster_2606|Contig1|original@625	125.2
4A	Cluster_11872|Contig8|original@308	140.1
4A	Cluster_11433|Contig3|original@975	140.1
4A	Cluster_11872|Contig8|original@205	140.1
4A	Cluster_4076|Contig3|complementarySeq@685	147.9
4A	Cluster_5029|Contig6|likelySeq@249	147.9
4A	Cluster_5029|Contig6|likelySeq@165	147.9
4A	Cluster_4966|Contig4|original@604	153.6
4A	Cluster_2664|Contig2|original@614	155
4A	Cluster_3609|Contig1|original@459	155
4A	Cluster_9547|Contig3|original@271	155
4A	Cluster_1198|Contig1|likelySeq@1892	155.4
4A	Cluster_9509|Contig2|original@653	155.4
4A	Cluster_7555|Contig2|original@513	160.2
4A	Cluster_5389|Contig1|original@785	160.2
4A	Cluster_2985|Contig1|likelySeq@680	160.2
4A	Cluster_16206|Contig1|original@343	161.1
4A	Cluster_2281|Contig2|original@1727	166.3
4A	Cluster_17175|Contig2|complementarySeq@1131	177.5
4A	Cluster_805|Contig2|complementarySeq@649	177.5
4A	Cluster_9359|Contig2|original@1395	177.5
4A	Cluster_10100|Contig2|original@99	177.5
4A	Cluster_11340|Contig2|original@526	177.5
4A	Cluster_17175|Contig2|complementarySeq@225	177.5
4A	Cluster_8818|Contig1|likelySeq@217	184.3
4A	Cluster_172|Contig5|original@298	225.6
4A	Cluster_4021|Contig3|original@579	225.6
4A	Cluster_4021|Contig5|original@323	225.6
4A	Cluster_4021|Contig7|original@361	225.6
4A	Cluster_9213|Contig5|original@438	225.6
4A	Cluster_9213|Contig1|original@511	225.6
4A	Cluster_1083|Contig4|original@4165	225.68
4A	Cluster_10640|Contig1|original@467	225.68
4A	Cluster_19020|Contig1|original@869	225.68
4A	Cluster_649|Contig7|original@277	225.68
4A	Cluster_12015|Contig2|original@1071	225.68
4A	Cluster_4021|Contig3|original@673	225.68
4A	Cluster_4544|Contig3|likelySeq@213	225.68
4A	Cluster_649|Contig7|original@1213	225.68
4A	Cluster_10003|Contig2|original@2147	225.68
4A	Cluster_10012|Contig16|original@1066	225.68
4A	Cluster_1083|Contig4|original@1076	225.68
4A	Cluster_1083|Contig5|original@373	225.68
4A	Cluster_15302|Contig4|original@991	225.68
4A	Cluster_172|Contig7|original@364	226
4B	Cluster_20663|Contig1|original@458	0.799999999999983
4B	Cluster_6034|Contig2|original@338	0.799999999999983
4B	Cluster_12856|Contig1|original@200	0.799999999999983
4B	Cluster_1731|Contig11|original@1170	0.799999999999983
4B	Cluster_9067|Contig1|original@241	1.19999999999999
4B	Cluster_6214|Contig1|complementarySeq@1247	21.3
4B	Cluster_3346|Contig2|original@171	28
4B	Cluster_6581|Contig1|original@129	28
4B	Cluster_14|Contig1899|original@562	28
4B	Cluster_1582|Contig3|original@515	39.6
4B	Cluster_379|Contig1|likelySeq@248	41.8
4B	Cluster_22762|Contig1|original@255	41.8
4B	Cluster_1534|Contig2|original@1170	51.2
4B	Cluster_735|Contig5|original@2778	52
4B	Cluster_2769|Contig2|original@283	53.9
4B	Cluster_897|Contig2|original@1340	53.9
4B	Cluster_1803|Contig3|original@898	53.9
4B	Cluster_2467|Contig4|original@303	53.9
4B	Cluster_2769|Contig2|original@530	53.9
4B	Cluster_10140|Contig1|complementarySeq@114	54.9333333333333
4B	Cluster_3278|Contig1|complementarySeq@955	55.8333333333333
4B	Cluster_3278|Contig2|original@188	56.6
4B	Cluster_12370|Contig2|original@637	56.8
4B	Cluster_9201|Contig1|complementarySeq@1046	57
4B	Cluster_6578|Contig1|original@478	57.6666666666667
4B	Cluster_15738|Contig1|original@246	57.9
4B	Cluster_6578|Contig3|original@485	57.9
4B	Cluster_8621|Contig1|likelySeq@614	58.1
4B	Cluster_13538|Contig1|original@127	58.3
4B	Cluster_1416|Contig7|original@565	58.3
4B	Cluster_2712|Contig1|original@3388	58.3
4B	Cluster_5536|Contig1|original@969	58.3
4B	Cluster_8092|Contig4|original@1648	58.3
4B	Cluster_1416|Contig7|original@625	58.3
4B	Cluster_1416|Contig2|original@1832	58.3
4B	Cluster_4091|Contig4|original@502	58.3
4B	Cluster_13538|Contig1|original@214	58.3
4B	Cluster_1416|Contig1|original@257	58.3
4B	Cluster_1416|Contig2|original@2158	58.3
4B	Cluster_1416|Contig5|original@406	58.3
4B	Cluster_18034|Contig2|original@136	61.4
4B	Cluster_1839|Contig2|original@1112	61.4
4B	Cluster_3883|Contig1|complementarySeq@929	61.4
4B	Cluster_3938|Contig1|likelySeq@309	61.8
4B	Cluster_640|Contig1|complementarySeq@2159	62.2
4B	Cluster_1085|Contig2|complementarySeq@786	62.5
4B	Cluster_1639|Contig3|original@1608	62.5
4B	Cluster_22088|Contig1|complementarySeq@899	62.5
4B	Cluster_2312|Contig4|likelySeq@1794	62.5
4B	Cluster_4514|Contig2|likelySeq@211	62.5
4B	Cluster_15583|Contig3|original@293	62.5
4B	Cluster_6772|Contig2|original@334	63.9
4B	Cluster_7764|Contig1|original@586	64.0571428571428
4B	Cluster_1085|Contig2|likelySeq@351	64.0571428571428
4B	Cluster_3314|Contig1|original@322	64.0571428571428
4B	Cluster_7195|Contig2|original@316	64.1
4B	Cluster_2230|Contig3|likelySeq@332	64.5
4B	Cluster_4242|Contig2|complementarySeq@101	64.5
4B	Cluster_4875|Contig1|likelySeq@1722	64.5
4B	Cluster_5618|Contig1|likelySeq@323	64.5
4B	Cluster_3489|Contig1|original@1383	64.5
4B	Cluster_1730|Contig9|original@2076	64.775
4B	Cluster_4937|Contig1|likelySeq@632	64.9
4B	Cluster_5159|Contig1|original@1502	64.9
4B	Cluster_11608|Contig1|complementarySeq@1953	64.9
4B	Cluster_4242|Contig1|original@1973	65.2571428571429
4B	Cluster_8966|Contig2|original@807	65.2571428571429
4B	Cluster_13655|Contig1|original@1151	65.3
4B	Cluster_15887|Contig2|complementarySeq@955	65.3
4B	Cluster_18355|Contig1|original@239	65.3
4B	Cluster_23075|Contig1|original@453	65.3
4B	Cluster_3070|Contig5|likelySeq@1882	65.3
4B	Cluster_4914|Contig2|original@73	65.3
4B	Cluster_5614|Contig1|original@1484	65.3
4B	Cluster_7416|Contig3|original@167	65.3
4B	Cluster_82|Contig2|original@403	65.3
4B	Cluster_9642|Contig2|original@212	65.3
4B	Cluster_9677|Contig2|original@518	65.3
4B	Cluster_9877|Contig1|likelySeq@1113	65.3
4B	Cluster_1639|Contig2|original@1554	65.8466666666667
4B	Cluster_10433|Contig2|original@1671	65.8466666666667
4B	Cluster_842|Contig2|complementarySeq@698	65.8466666666667
4B	Cluster_842|Contig2|likelySeq@698	65.8466666666667
4B	Cluster_8638|Contig3|original@436	65.8466666666667
4B	Cluster_1639|Contig1|original@2612	66.1357142857143
4B	Cluster_3493|Contig1|original@109	66.1357142857143
4B	Cluster_3677|Contig3|original@195	66.5666666666667
4B	Cluster_6435|Contig1|likelySeq@541	66.7
4B	Cluster_3926|Contig3|complementarySeq@287	66.7333333333333
4B	Cluster_5614|Contig1|original@1058	66.7333333333333
4B	Cluster_4629|Contig20|original@208	67.5846153846154
4B	Cluster_1148|Contig1|original@945	67.9
4B	Cluster_492|Contig1|original@1169	67.9
4B	Cluster_733|Contig1|complementarySeq@3007	67.9
4B	Cluster_818|Contig1|original@1757	68.2857142857143
4B	Cluster_4452|Contig3|original@1632	68.4533333333333
4B	Cluster_2700|Contig2|original@2868	70
4B	Cluster_3358|Contig5|original@3155	70
4B	Cluster_8620|Contig1|complementarySeq@344	70
4B	Cluster_6133|Contig1|original@627	70.15
4B	Cluster_7104|Contig2|original@1293	70.15
4B	Cluster_17225|Contig1|original@352	70.15
4B	Cluster_21951|Contig1|likelySeq@546	70.15
4B	Cluster_10067|Contig2|original@634	70.28
4B	Cluster_12607|Contig1|original@629	70.3731707317073
4B	Cluster_920|Contig1|complementarySeq@74	71.2923076923077
4B	Cluster_26286|Contig1|likelySeq@55	71.3859375
4B	Cluster_5396|Contig2|original@349	71.708064516129
4B	Cluster_16524|Contig2|original@2170	71.7460317460317
4B	Cluster_23106|Contig1|original@989	72.6018518518518
4B	Cluster_14|Contig747|original@895	72.8
4B	Cluster_5586|Contig1|complementarySeq@390	72.975
4B	Cluster_10984|Contig1|likelySeq@1639	72.975
4B	Cluster_5396|Contig2|original@476	73
4B	Cluster_744|Contig1|original@419	73.0137931034483
4B	Cluster_4751|Contig1|complementarySeq@2087	73.0857142857143
4B	Cluster_6139|Contig1|complementarySeq@1603	73.0857142857143
4B	Cluster_7289|Contig2|original@996	73.0857142857143
4B	Cluster_7289|Contig2|original@1078	73.0857142857143
4B	Cluster_1756|Contig1|likelySeq@2525	73.0857142857143
4B	Cluster_5642|Contig4|original@1757	73.1071428571429
4B	Cluster_3886|Contig2|original@296	73.1533333333333
4B	Cluster_14|Contig1786|original@3816	73.1595238095238
4B	Cluster_4751|Contig1|complementarySeq@750	73.2032258064516
4B	Cluster_5586|Contig1|likelySeq@206	73.2575757575758
4B	Cluster_4249|Contig3|likelySeq@2670	73.3111111111111
4B	Cluster_4449|Contig3|original@31	73.3128205128205
4B	Cluster_13637|Contig1|original@1284	73.3541666666667
4B	Cluster_4249|Contig3|likelySeq@2117	73.3690476190476
4B	Cluster_3318|Contig29|original@1534	73.3690476190476
4B	Cluster_14|Contig1468|original@263	73.369387755102
4B	Cluster_733|Contig1|complementarySeq@3254	73.3736842105263
4B	Cluster_8493|Contig2|original@1807	73.3736842105263
4B	Cluster_1148|Contig1|original@192	73.3860465116279
4B	Cluster_1642|Contig1|likelySeq@503	73.3860465116279
4B	Cluster_16524|Contig3|original@281	73.3860465116279
4B	Cluster_19501|Contig2|original@1001	73.3980392156863
4B	Cluster_243|Contig10|likelySeq@151	73.3980392156863
4B	Cluster_2996|Contig5|original@954	73.4115384615385
4B	Cluster_920|Contig1|complementarySeq@914	73.5375
4B	Cluster_6380|Contig2|likelySeq@2128	73.56
4B	Cluster_7870|Contig2|original@2293	73.56
4B	Cluster_10259|Contig1|complementarySeq@124	73.56
4B	Cluster_10281|Contig5|original@1424	73.56
4B	Cluster_11970|Contig4|original@586	73.56
4B	Cluster_16936|Contig1|original@278	73.56
4B	Cluster_1977|Contig3|original@1784	73.56
4B	Cluster_2233|Contig1|likelySeq@278	73.56
4B	Cluster_3382|Contig1|original@1048	73.56
4B	Cluster_2598|Contig3|likelySeq@1130	73.5705882352941
4B	Cluster_2032|Contig1|original@438	73.5705882352941
4B	Cluster_5403|Contig1|complementarySeq@1949	73.5705882352941
4B	Cluster_10252|Contig3|original@453	73.5705882352941
4B	Cluster_13093|Contig3|likelySeq@177	73.5705882352941
4B	Cluster_1595|Contig8|original@9943	73.5705882352941
4B	Cluster_1637|Contig6|original@2892	73.5705882352941
4B	Cluster_2327|Contig1|original@1081	73.5705882352941
4B	Cluster_3206|Contig1|likelySeq@1636	73.5705882352941
4B	Cluster_3206|Contig1|complementarySeq@126	73.5705882352941
4B	Cluster_11970|Contig2|original@710	73.5807692307692
4B	Cluster_920|Contig1|likelySeq@914	73.5807692307692
4B	Cluster_10281|Contig2|original@304	73.6054054054054
4B	Cluster_7660|Contig1|likelySeq@541	73.6791666666667
4B	Cluster_4023|Contig1|original@1911	73.6931818181818
4B	Cluster_4452|Contig1|original@933	73.696
4B	Cluster_2548|Contig2|complementarySeq@1117	73.7022222222222
4B	Cluster_14|Contig542|original@1070	73.7108695652174
4B	Cluster_14|Contig127|original@2346	73.8283018867924
4B	Cluster_5612|Contig3|original@1542	73.8432432432432
4B	Cluster_6324|Contig1|original@279	73.8432432432432
4B	Cluster_14|Contig543|original@536	73.8432432432432
4B	Cluster_3660|Contig1|complementarySeq@597	73.8564102564103
4B	Cluster_4806|Contig1|likelySeq@1614	73.9658536585366
4B	Cluster_10450|Contig1|complementarySeq@1584	73.9658536585366
4B	Cluster_24959|Contig3|original@386	73.9658536585366
4B	Cluster_189|Contig14|original@866	73.9690476190476
4B	Cluster_4452|Contig3|original@1620	73.9739130434783
4B	Cluster_4802|Contig1|original@792	73.9739130434783
4B	Cluster_657|Contig1|complementarySeq@3234	73.9739130434783
4B	Cluster_9526|Contig1|original@610	73.9739130434783
4B	Cluster_10284|Contig1|likelySeq@562	73.9739130434783
4B	Cluster_18230|Contig1|original@177	73.9739130434783
4B	Cluster_2233|Contig1|likelySeq@343	73.9739130434783
4B	Cluster_2598|Contig5|likelySeq@1181	73.9739130434783
4B	cluster_singlet|EPO_070_243472284711726629070+,...,7132-|original@1355	73.9765957446808
4B	Cluster_4157|Contig1|complementarySeq@490	73.9765957446808
4B	Cluster_4249|Contig2|complementarySeq@1652	73.9765957446808
4B	Cluster_13662|Contig1|original@1179	73.9765957446808
4B	Cluster_16129|Contig2|original@541	73.9765957446808
4B	Cluster_1637|Contig4|original@236	73.9765957446808
4B	Cluster_3358|Contig5|original@2768	73.9765957446808
4B	Cluster_10139|Contig1|original@977	74.1
4B	Cluster_10408|Contig3|original@322	74.1
4B	Cluster_133|Contig8|original@649	74.1
4B	Cluster_13557|Contig2|original@357	74.1
4B	Cluster_13695|Contig3|original@415	74.1
4B	Cluster_13810|Contig1|complementarySeq@608	74.1
4B	Cluster_1637|Contig1|original@3238	74.1
4B	Cluster_2233|Contig1|complementarySeq@1652	74.1
4B	Cluster_2412|Contig2|likelySeq@541	74.1
4B	Cluster_24864|Contig3|original@209	74.1
4B	Cluster_2548|Contig2|complementarySeq@1006	74.1
4B	Cluster_2598|Contig3|complementarySeq@162	74.1
4B	Cluster_2734|Contig1|original@61	74.1
4B	Cluster_273|Contig4|likelySeq@727	74.1
4B	Cluster_2918|Contig1|complementarySeq@872	74.1
4B	Cluster_3091|Contig3|complementarySeq@388	74.1
4B	Cluster_3271|Contig2|likelySeq@489	74.1
4B	Cluster_3430|Contig1|original@644	74.1
4B	Cluster_3430|Contig3|original@796	74.1
4B	Cluster_3430|Contig6|original@4409	74.1
4B	Cluster_3774|Contig1|complementarySeq@854	74.1
4B	Cluster_4249|Contig2|complementarySeq@1997	74.1
4B	Cluster_4508|Contig1|original@479	74.1
4B	Cluster_4933|Contig1|original@265	74.1
4B	Cluster_5142|Contig2|complementarySeq@1336	74.1
4B	Cluster_5739|Contig1|complementarySeq@155	74.1
4B	Cluster_603|Contig3|original@212	74.1
4B	Cluster_6573|Contig1|complementarySeq@647	74.1
4B	Cluster_7275|Contig2|likelySeq@586	74.1
4B	Cluster_7275|Contig3|complementarySeq@619	74.1
4B	Cluster_7783|Contig1|likelySeq@305	74.1
4B	Cluster_7817|Contig2|original@785	74.1
4B	Cluster_8220|Contig1|original@2004	74.1
4B	Cluster_9027|Contig1|likelySeq@281	74.1
4B	Cluster_9157|Contig1|original@1846	74.1
4B	Cluster_9274|Contig1|original@258	74.1
4B	Cluster_9526|Contig1|original@952	74.1
4B	Cluster_9694|Contig1|original@1547	74.1
4B	Cluster_11000|Contig1|complementarySeq@2849	74.5
4B	Cluster_8220|Contig4|original@1325	74.5
4B	Cluster_2407|Contig1|likelySeq@333	74.9
4B	Cluster_273|Contig11|likelySeq@770	74.9
4B	Cluster_4023|Contig3|original@5235	74.9
4B	Cluster_4023|Contig4|original@5249	74.9
4B	Cluster_4556|Contig2|complementarySeq@876	74.9
4B	Cluster_6259|Contig1|likelySeq@464	74.9
4B	Cluster_8676|Contig2|original@333	74.9
4B	Cluster_3699|Contig1|complementarySeq@1733	75.8
4B	Cluster_16539|Contig2|likelySeq@111	75.8
4B	Cluster_4602|Contig2|likelySeq@1346	75.9
4B	Cluster_4883|Contig3|original@1341	77.3
4B	Cluster_7508|Contig6|original@2720	77.8
4B	Cluster_321|Contig1|complementarySeq@982	77.8
4B	Cluster_321|Contig2|original@2301	77.8
4B	Cluster_14|Contig207|original@181	78.3
4B	Cluster_14018|Contig1|original@268	78.3
4B	Cluster_1185|Contig2|original@96	80.4
4B	Cluster_15805|Contig1|complementarySeq@244	80.4
4B	Cluster_7715|Contig1|original@1085	81.5
4B	Cluster_10274|Contig1|complementarySeq@263	82.1
4B	Cluster_11822|Contig1|likelySeq@1098	82.7
4B	Cluster_13020|Contig1|likelySeq@304	82.7
4B	Cluster_4916|Contig2|complementarySeq@452	82.7
4B	Cluster_5503|Contig2|original@200	82.7
4B	Cluster_1541|Contig1|likelySeq@2362	83.4
4B	Cluster_3746|Contig2|original@866	83.4
4B	Cluster_6287|Contig3|original@107	83.4
4B	Cluster_11589|Contig1|original@203	84.7
4B	Cluster_14730|Contig1|original@1195	92.5
4B	Cluster_6281|Contig2|original@991	92.5
4B	Cluster_7168|Contig1|complementarySeq@301	92.5
4B	Cluster_1395|Contig1|original@226	92.5
4B	Cluster_598|Contig1|likelySeq@1978	92.6666666666667
4B	Cluster_325|Contig2|likelySeq@1896	93
4B	Cluster_7998|Contig2|original@291	96.1
4B	Cluster_13054|Contig2|original@3053	96.5
4B	Cluster_10044|Contig2|original@651	96.9
4B	Cluster_14885|Contig1|complementarySeq@265	99.3
4B	Cluster_9836|Contig2|original@1040	101.7
4B	Cluster_13401|Contig3|original@695	103.4
4B	Cluster_13569|Contig1|original@367	104.7
4B	Cluster_7298|Contig2|original@297	104.966666666667
4B	Cluster_9555|Contig1|likelySeq@1105	105.1
4B	Cluster_9555|Contig2|original@1102	105.1
4B	Cluster_1401|Contig3|original@420	105.85
4B	Cluster_7718|Contig2|complementarySeq@395	105.85
4B	Cluster_9555|Contig1|complementarySeq@553	105.85
4B	Cluster_1401|Contig1|original@428	105.85
4B	Cluster_12367|Contig3|original@1319	106.742857142857
4B	Cluster_13987|Contig1|original@1278	106.8
4B	Cluster_5381|Contig4|original@708	107.6
4B	Cluster_13394|Contig2|original@463	108.5
4B	Cluster_2572|Contig1|original@1690	108.5
4B	Cluster_4921|Contig1|original@1286	108.5
4B	Cluster_13778|Contig1|original@2104	109.4
4B	Cluster_2951|Contig1|complementarySeq@837	109.4
4B	Cluster_5374|Contig2|original@841	109.4
4B	Cluster_7201|Contig3|original@2676	109.4
4B	Cluster_5292|Contig2|original@565	109.4
4B	Cluster_434|Contig3|complementarySeq@2713	109.4
4B	Cluster_5292|Contig3|original@728	109.4
4B	Cluster_7201|Contig1|original@2450	109.4
4B	Cluster_7201|Contig1|original@2545	109.4
4B	Cluster_7201|Contig3|original@492	109.4
4B	Cluster_1989|Contig1|original@690	109.4
4B	Cluster_11321|Contig1|complementarySeq@371	110.5
4B	Cluster_12166|Contig1|original@303	110.5
4B	Cluster_5634|Contig4|original@178	110.9
4B	Cluster_2151|Contig1|original@640	111.7
4B	Cluster_2788|Contig1|complementarySeq@189	113.2
4B	Cluster_10232|Contig1|complementarySeq@381	113.45
4B	Cluster_7675|Contig1|complementarySeq@769	113.45
4B	Cluster_10232|Contig1|complementarySeq@189	113.45
4B	Cluster_19606|Contig1|original@328	113.45
4B	Cluster_7675|Contig2|original@301	113.7
4B	Cluster_5054|Contig2|original@179	116.4
4B	Cluster_3075|Contig2|complementarySeq@1444	119.9
4B	Cluster_10233|Contig2|original@97	121
4B	Cluster_18833|Contig1|original@183	121.3
4B	Cluster_18833|Contig1|original@139	121.6
4B	Cluster_9430|Contig1|likelySeq@1892	121.6
4B	Cluster_14149|Contig2|original@369	122
4B	Cluster_16143|Contig3|original@557	122
4B	Traes_4BL_AF74BC98E@446	122
4B	Cluster_477|Contig1|likelySeq@407	122
4B	Cluster_10546|Contig1|complementarySeq@2089	122
4B	Cluster_15055|Contig2|original@427	125
4B	Cluster_1044|Contig2|original@4123	125
4B	Cluster_4998|Contig4|original@2111	125
4B	Cluster_1044|Contig1|original@948	125
4B	Cluster_13797|Contig1|complementarySeq@535	129.5
4B	Cluster_3749|Contig3|original@923	134.9
4B	Cluster_3749|Contig3|original@680	134.9
4B	Cluster_9821|Contig1|original@632	138.7
4B	Cluster_11283|Contig1|original@380	145.75
4B	Cluster_5380|Contig2|complementarySeq@1191	148.1
4B	Cluster_5380|Contig2|likelySeq@1191	148.1
