group	marker	position
4B	Cluster_6214|Contig1|complementarySeq@1247	25
4B	Cluster_6581|Contig1|original@129	26.8
4B	Cluster_8703|Contig2|original@374	28
4B	Cluster_948|Contig3|original@2657	28
4B	Cluster_948|Contig6|original@268	28
4B	Cluster_14|Contig1899|original@562	32
4B	Cluster_3346|Contig2|original@171	32
4B	Cluster_561|Contig2|original@819	32.9
4B	Cluster_2173|Contig1|original@1489	36.1
4B	Cluster_7200|Contig2|original@265	36.1
4B	Cluster_9001|Contig2|original@492	37
4B	Cluster_1744|Contig3|original@193	37.4
4B	Cluster_1582|Contig3|original@515	39.3
4B	Cluster_4026|Contig2|complementarySeq@219	39.3
4B	Cluster_4026|Contig2|likelySeq@219	39.3
4B	Cluster_22433|Contig1|original@585	40.7
4B	Cluster_379|Contig1|complementarySeq@248	47.1
4B	Cluster_379|Contig1|likelySeq@248	47.1
4B	Cluster_4660|Contig1|original@1313	53.1
4B	Cluster_4660|Contig3|original@1426	53.1
4B	Cluster_4660|Contig3|original@752	53.1
4B	Traes_4BS_5BB78FEB9@730	53.5
4B	Cluster_3841|Contig2|original@1079	55.8
4B	Cluster_1436|Contig3|original@268	56.5
4B	Cluster_339|Contig1|likelySeq@1449	56.8
4B	Cluster_11369|Contig1|original@173	57.2
4B	Cluster_26300|Contig1|complementarySeq@588	57.6
4B	Cluster_1534|Contig3|original@1163	60
4B	Cluster_1534|Contig2|original@1170	60.7
4B	Cluster_11499|Contig1|original@168	61.7
4B	Cluster_2667|Contig1|original@631	61.7
4B	Cluster_2667|Contig1|original@769	61.7
4B	Cluster_2667|Contig3|original@530	61.7
4B	Cluster_2667|Contig3|original@662	61.7
4B	Cluster_326|Contig1|complementarySeq@1649	61.7
4B	Cluster_326|Contig3|complementarySeq@273	61.7
4B	Cluster_6858|Contig2|original@184	61.7
4B	Cluster_6858|Contig3|original@196	61.7
4B	Cluster_1317|Contig1|complementarySeq@291	63
4B	Cluster_8717|Contig2|original@289	63.6
4B	Cluster_735|Contig5|original@2778	64.2
4B	Cluster_2769|Contig2|original@530	65.5
4B	Cluster_4409|Contig2|original@654	65.5
4B	Cluster_10140|Contig1|complementarySeq@114	66.4
4B	Cluster_10140|Contig1|likelySeq@53	66.4
4B	Cluster_2467|Contig3|original@150	66.4
4B	Cluster_2467|Contig4|original@303	66.4
4B	Cluster_2769|Contig2|original@283	66.4
4B	Cluster_897|Contig2|original@1340	66.4
4B	Cluster_12370|Contig2|original@637	71
4B	Cluster_3278|Contig1|complementarySeq@955	71
4B	Cluster_3278|Contig2|original@188	71
4B	Cluster_9201|Contig1|complementarySeq@1046	71
4B	Cluster_17587|Contig2|original@376	71.6
4B	Cluster_3537|Contig2|original@607	71.6
4B	Cluster_5275|Contig1|original@553	71.6
4B	Cluster_4395|Contig8|complementarySeq@1063	72.8
4B	Cluster_10076|Contig2|original@673	73.2
4B	Cluster_15746|Contig1|complementarySeq@1377	73.2
4B	Cluster_1760|Contig1|original@4200	73.2
4B	Cluster_24475|Contig1|original@165	73.2
4B	Cluster_3636|Contig5|likelySeq@2603	73.2
4B	Cluster_5536|Contig1|original@1172	73.2
4B	Cluster_7983|Contig2|original@739	73.2
4B	Cluster_10190|Contig2|complementarySeq@189	73.5
4B	Cluster_15738|Contig1|original@246	73.5
4B	Cluster_1623|Contig3|original@212	73.5
4B	Cluster_1623|Contig5|original@3510	73.5
4B	Cluster_2712|Contig1|original@3388	73.5
4B	Cluster_29896|Contig1|original@204	73.5
4B	Cluster_303|Contig2|likelySeq@283	73.5
4B	Cluster_3636|Contig5|complementarySeq@2579	73.5
4B	Cluster_3636|Contig6|original@2256	73.5
4B	Cluster_5536|Contig1|original@969	73.5
4B	Cluster_6578|Contig3|original@485	73.5
4B	Cluster_8621|Contig1|likelySeq@614	73.5
4B	Cluster_4395|Contig7|complementarySeq@603	73.9
4B	Cluster_6578|Contig1|original@478	73.9
4B	Cluster_1416|Contig2|original@2158	76.4
4B	Cluster_1416|Contig1|original@257	76.7
4B	Cluster_1416|Contig7|original@565	76.7
4B	Cluster_13538|Contig1|original@127	77
4B	Cluster_13538|Contig1|original@214	77
4B	Cluster_1416|Contig5|original@406	77.3
4B	Cluster_8092|Contig4|original@1648	77.3
4B	Cluster_4091|Contig4|original@502	79.2
4B	Cluster_3499|Contig4|original@1495	80.2
4B	Cluster_5064|Contig1|original@585	80.2
4B	Cluster_20170|Contig1|original@204	83.1
4B	Cluster_5315|Contig1|complementarySeq@823	83.1
4B	Cluster_7148|Contig2|original@400	83.7
4B	Cluster_9183|Contig4|original@906	83.7
4B	Cluster_11637|Contig2|original@364	84
4B	Cluster_2888|Contig2|likelySeq@313	84.7
4B	Cluster_2888|Contig2|complementarySeq@313	85.4
4B	Cluster_6772|Contig2|original@334	87
4B	Cluster_321|Contig1|complementarySeq@982	87.5
4B	Cluster_321|Contig2|original@2301	87.5
4B	Cluster_321|Contig3|original@1238	87.5
4B	Cluster_18034|Contig2|original@136	89.6
4B	Cluster_1839|Contig2|original@1112	89.6
4B	Cluster_7104|Contig2|original@1293	90
4B	Cluster_15583|Contig3|original@293	90.3
4B	Cluster_6133|Contig1|original@627	90.3
4B	Cluster_17225|Contig1|original@352	90.9
4B	Cluster_21951|Contig1|likelySeq@546	90.9
4B	Cluster_3677|Contig3|original@195	91.2
4B	Cluster_3938|Contig1|likelySeq@309	91.2
4B	Cluster_3883|Contig1|complementarySeq@929	92.7
4B	Cluster_640|Contig1|complementarySeq@2159	93.6
4B	Cluster_2312|Contig4|complementarySeq@1794	94.2
4B	Cluster_2312|Contig4|likelySeq@1794	94.2
4B	Cluster_3489|Contig1|original@1383	94.2
4B	Cluster_1085|Contig1|original@1337	94.8
4B	Cluster_1085|Contig2|complementarySeq@786	94.8
4B	Cluster_1639|Contig1|original@2612	94.8
4B	Cluster_1639|Contig2|original@1554	94.8
4B	Cluster_1639|Contig3|original@1608	94.8
4B	Cluster_22088|Contig1|complementarySeq@899	94.8
4B	Cluster_4514|Contig2|likelySeq@211	94.8
4B	Cluster_4875|Contig1|likelySeq@1722	94.8
4B	Cluster_7764|Contig1|original@586	94.8
4B	Cluster_8204|Contig2|complementarySeq@328	94.8
4B	Cluster_8204|Contig3|original@627	94.8
4B	Cluster_842|Contig2|complementarySeq@698	94.8
4B	Cluster_842|Contig2|likelySeq@698	94.8
4B	Cluster_8638|Contig3|original@436	94.8
4B	Cluster_8966|Contig2|original@807	94.8
4B	Cluster_3314|Contig1|original@322	95.1
4B	Cluster_7195|Contig2|original@316	95.1
4B	Cluster_2230|Contig3|likelySeq@332	95.7
4B	Cluster_7130|Contig1|likelySeq@879	96
4B	Traes_4BS_42361CB8D@1696	96
4B	Cluster_12607|Contig1|original@629	96.3
4B	Cluster_1730|Contig9|original@2076	96.3
4B	Cluster_3493|Contig1|original@109	96.3
4B	Cluster_4242|Contig1|original@1973	96.3
4B	Cluster_1730|Contig10|original@2872	96.6
4B	Cluster_3070|Contig5|likelySeq@1882	96.6
4B	Cluster_4242|Contig2|complementarySeq@101	96.6
4B	Cluster_5618|Contig1|likelySeq@323	96.6
4B	Cluster_82|Contig2|original@403	96.6
4B	Cluster_15887|Contig2|complementarySeq@955	96.9
4B	Cluster_18355|Contig1|original@239	96.9
4B	Cluster_4629|Contig12|original@591	96.9
4B	Cluster_4629|Contig20|original@208	96.9
4B	Cluster_4914|Contig2|original@73	96.9
4B	Cluster_5614|Contig1|original@1058	96.9
4B	Cluster_5614|Contig1|original@1484	96.9
4B	Cluster_7416|Contig3|original@167	96.9
4B	Cluster_9677|Contig2|original@518	96.9
4B	Cluster_11608|Contig1|complementarySeq@1953	97.2
4B	Cluster_9642|Contig2|original@212	98.3
4B	Cluster_23075|Contig1|original@453	99.6
4B	Cluster_5159|Contig1|original@1502	99.6
4B	Cluster_9877|Contig1|likelySeq@1113	99.6
4B	Cluster_5586|Contig1|complementarySeq@390	99.9
4B	Cluster_5586|Contig1|likelySeq@206	99.9
4B	Cluster_733|Contig1|complementarySeq@3007	100.8
4B	Cluster_10067|Contig2|original@634	101.1
4B	Cluster_10984|Contig1|likelySeq@1639	101.1
4B	Cluster_1148|Contig1|original@192	101.1
4B	Cluster_1148|Contig1|original@945	101.1
4B	Cluster_14|Contig680|original@443	101.1
4B	Cluster_1577|Contig1|likelySeq@607	101.1
4B	Cluster_1756|Contig1|likelySeq@2525	101.1
4B	Cluster_3318|Contig29|original@1534	101.1
4B	Cluster_3318|Contig2|original@1625	101.1
4B	Cluster_3886|Contig2|original@296	101.1
4B	Cluster_3926|Contig3|complementarySeq@287	101.1
4B	Cluster_4751|Contig1|complementarySeq@2087	101.1
4B	Cluster_4751|Contig1|complementarySeq@750	101.1
4B	Cluster_492|Contig1|original@1169	101.1
4B	Cluster_5403|Contig1|complementarySeq@1949	101.1
4B	Cluster_6139|Contig1|complementarySeq@1603	101.1
4B	Cluster_7289|Contig2|original@1078	101.1
4B	Cluster_7289|Contig2|original@996	101.1
4B	Cluster_733|Contig1|complementarySeq@3254	101.1
4B	Cluster_744|Contig1|original@419	101.1
4B	Cluster_7660|Contig1|likelySeq@541	101.1
4B	Cluster_818|Contig3|original@275	101.1
4B	Cluster_8493|Contig2|original@1807	101.1
4B	Cluster_818|Contig1|original@1757	101.4
4B	Cluster_4452|Contig1|original@933	101.7
4B	Cluster_4452|Contig3|original@1620	101.7
4B	Cluster_6435|Contig1|likelySeq@541	102.2
4B	Cluster_8406|Contig2|original@181	104.8
4B	Cluster_10500|Contig1|original@757	105.2
4B	Cluster_10500|Contig3|original@1384	105.2
4B	Cluster_10693|Contig3|original@407	105.2
4B	Cluster_10693|Contig4|original@139	105.2
4B	Cluster_11725|Contig2|original@1542	105.2
4B	Cluster_11725|Contig2|original@1679	105.2
4B	Cluster_158|Contig35|original@270	105.2
4B	Cluster_158|Contig7|original@252	105.2
4B	Cluster_16486|Contig1|original@478	105.2
4B	Cluster_316|Contig3|original@3819	105.2
4B	Cluster_316|Contig4|original@2490	105.2
4B	Cluster_8781|Contig2|complementarySeq@1042	105.2
4B	Cluster_3358|Contig5|original@2768	105.5
4B	Cluster_4157|Contig1|complementarySeq@490	105.5
4B	Cluster_5739|Contig1|complementarySeq@155	106.3
4B	Cluster_14|Contig1704|original@892	106.7
4B	Cluster_14|Contig504|original@823	106.7
4B	Cluster_1753|Contig3|original@212	106.7
4B	Cluster_243|Contig10|complementarySeq@151	106.7
4B	Cluster_243|Contig10|likelySeq@151	106.7
4B	Cluster_2734|Contig1|original@61	106.7
4B	Cluster_2996|Contig5|original@954	106.7
4B	Cluster_3091|Contig4|likelySeq@1283	106.7
4B	Cluster_3206|Contig1|complementarySeq@126	106.7
4B	Cluster_3271|Contig2|likelySeq@489	106.7
4B	Cluster_3586|Contig10|original@129	106.7
4B	Cluster_2134|Contig2|original@1834	107.1
4B	Cluster_4962|Contig1|likelySeq@1597	107.1
4B	Cluster_10123|Contig1|likelySeq@1000	107.6
4B	Cluster_10139|Contig1|original@977	107.6
4B	Cluster_10252|Contig1|original@1563	107.6
4B	Cluster_10252|Contig3|original@453	107.6
4B	Cluster_10259|Contig1|complementarySeq@124	107.6
4B	Cluster_10281|Contig1|original@729	107.6
4B	Cluster_10281|Contig2|original@304	107.6
4B	Cluster_10281|Contig3|original@2434	107.6
4B	Cluster_10281|Contig4|original@1385	107.6
4B	Cluster_10281|Contig5|original@1424	107.6
4B	Cluster_10284|Contig1|likelySeq@562	107.6
4B	Cluster_10450|Contig1|complementarySeq@1584	107.6
4B	Cluster_11000|Contig1|complementarySeq@2849	107.6
4B	Cluster_1138|Contig176|original@469	107.6
4B	Cluster_1138|Contig35|original@189	107.6
4B	Cluster_11970|Contig2|original@710	107.6
4B	Cluster_11970|Contig4|original@586	107.6
4B	Cluster_12012|Contig2|original@1264	107.6
4B	Cluster_13093|Contig3|likelySeq@177	107.6
4B	Cluster_133|Contig8|original@649	107.6
4B	Cluster_13557|Contig2|original@357	107.6
4B	Cluster_13637|Contig1|original@1284	107.6
4B	Cluster_13662|Contig1|original@1179	107.6
4B	Cluster_13695|Contig3|original@415	107.6
4B	Cluster_13719|Contig2|original@557	107.6
4B	Cluster_13810|Contig1|complementarySeq@608	107.6
4B	Cluster_14904|Contig1|original@507	107.6
4B	Cluster_14|Contig1468|original@263	107.6
4B	Cluster_14|Contig1489|original@1261	107.6
4B	Cluster_14|Contig1786|original@3816	107.6
4B	Cluster_14|Contig2245|original@1416	107.6
4B	Cluster_14|Contig542|original@1070	107.6
4B	Cluster_14|Contig543|original@536	107.6
4B	Cluster_14|Contig747|original@895	107.6
4B	Cluster_1595|Contig4|original@982	107.6
4B	Cluster_1595|Contig8|original@9943	107.6
4B	Cluster_1595|Contig9|original@924	107.6
4B	Cluster_16129|Contig2|original@541	107.6
4B	Cluster_1637|Contig1|original@3238	107.6
4B	Cluster_1637|Contig3|original@2924	107.6
4B	Cluster_1637|Contig4|original@236	107.6
4B	Cluster_1637|Contig6|original@2892	107.6
4B	Cluster_1642|Contig1|likelySeq@503	107.6
4B	Cluster_16524|Contig2|original@2170	107.6
4B	Cluster_16524|Contig3|original@281	107.6
4B	Cluster_16936|Contig1|original@278	107.6
4B	Cluster_18230|Contig1|original@177	107.6
4B	Cluster_189|Contig14|original@866	107.6
4B	Cluster_19501|Contig2|original@1001	107.6
4B	Cluster_2032|Contig1|original@438	107.6
4B	Cluster_2032|Contig2|likelySeq@1835	107.6
4B	Cluster_2233|Contig1|complementarySeq@1652	107.6
4B	Cluster_2233|Contig1|likelySeq@278	107.6
4B	Cluster_2233|Contig1|likelySeq@343	107.6
4B	Cluster_2327|Contig1|original@1081	107.6
4B	Cluster_2327|Contig2|original@347	107.6
4B	Cluster_2412|Contig2|likelySeq@541	107.6
4B	Cluster_24864|Contig3|original@209	107.6
4B	Cluster_24959|Contig3|original@386	107.6
4B	Cluster_2548|Contig2|complementarySeq@1006	107.6
4B	Cluster_2548|Contig2|complementarySeq@1117	107.6
4B	Cluster_2558|Contig1|likelySeq@1523	107.6
4B	Cluster_2588|Contig2|original@2188	107.6
4B	Cluster_2598|Contig3|complementarySeq@162	107.6
4B	Cluster_2598|Contig3|likelySeq@1130	107.6
4B	Cluster_2598|Contig5|likelySeq@1181	107.6
4B	Cluster_26286|Contig1|likelySeq@55	107.6
4B	Cluster_2918|Contig1|complementarySeq@872	107.6
4B	Cluster_2996|Contig1|original@1698	107.6
4B	Cluster_2996|Contig4|original@1886	107.6
4B	Cluster_30114|Contig1|original@249	107.6
4B	Cluster_3091|Contig3|complementarySeq@388	107.6
4B	Cluster_3206|Contig1|likelySeq@1636	107.6
4B	Cluster_3271|Contig1|likelySeq@945	107.6
4B	Cluster_3430|Contig1|original@644	107.6
4B	Cluster_3430|Contig3|original@796	107.6
4B	Cluster_3430|Contig6|original@4409	107.6
4B	Cluster_3586|Contig5|original@242	107.6
4B	Cluster_3774|Contig1|complementarySeq@854	107.6
4B	Cluster_4097|Contig2|likelySeq@504	107.6
4B	Cluster_4249|Contig2|complementarySeq@1652	107.6
4B	Cluster_4249|Contig2|complementarySeq@1997	107.6
4B	Cluster_4249|Contig3|complementarySeq@2117	107.6
4B	Cluster_4249|Contig3|likelySeq@2117	107.6
4B	Cluster_4249|Contig3|likelySeq@2670	107.6
4B	Cluster_4449|Contig3|original@31	107.6
4B	Cluster_4508|Contig2|original@58	107.6
4B	Cluster_4802|Contig1|original@792	107.6
4B	Cluster_4802|Contig2|original@592	107.6
4B	Cluster_4933|Contig1|original@265	107.6
4B	Cluster_4933|Contig3|original@2738	107.6
4B	Cluster_4970|Contig1|likelySeq@918	107.6
4B	Cluster_5142|Contig2|complementarySeq@1336	107.6
4B	Cluster_5396|Contig2|original@349	107.6
4B	Cluster_5396|Contig2|original@476	107.6
4B	Cluster_5612|Contig3|original@1542	107.6
4B	Cluster_5642|Contig1|original@1568	107.6
4B	Cluster_5642|Contig2|original@1701	107.6
4B	Cluster_5642|Contig3|original@772	107.6
4B	Cluster_5642|Contig4|original@1757	107.6
4B	Cluster_576|Contig7|original@2991	107.6
4B	Cluster_603|Contig3|original@212	107.6
4B	Cluster_6380|Contig2|likelySeq@2128	107.6
4B	Cluster_6573|Contig1|complementarySeq@647	107.6
4B	Cluster_6573|Contig2|original@819	107.6
4B	Cluster_657|Contig1|complementarySeq@3234	107.6
4B	Cluster_7275|Contig2|likelySeq@586	107.6
4B	Cluster_7275|Contig3|complementarySeq@619	107.6
4B	Cluster_7443|Contig4|complementarySeq@433	107.6
4B	Cluster_7783|Contig1|likelySeq@305	107.6
4B	Cluster_7817|Contig2|original@785	107.6
4B	Cluster_7870|Contig2|original@2293	107.6
4B	Cluster_8220|Contig1|original@2004	107.6
4B	Cluster_8954|Contig1|original@278	107.6
4B	Cluster_9027|Contig1|likelySeq@281	107.6
4B	Cluster_9157|Contig1|original@1846	107.6
4B	Cluster_920|Contig1|complementarySeq@74	107.6
4B	Cluster_920|Contig1|complementarySeq@914	107.6
4B	Cluster_9526|Contig1|original@610	107.6
4B	Cluster_9526|Contig1|original@952	107.6
4B	Cluster_9694|Contig1|original@1547	107.6
4B	cluster_singlet|EPO_011_135760260721|original@147	107.6
4B	cluster_singlet|EPO_028_18493932136542896294+,...,172623-|original@1337	107.6
4B	cluster_singlet|EPO_058_2081082691112291201205+,...,132837-|original@1330	107.6
4B	cluster_singlet|EPO_065_246357675952234921+,83934+,99537-|original@351	107.6
4B	cluster_singlet|EPO_070_243472284711726629070+,...,7132-|original@1355	107.6
4B	cluster_singlet|EPO_074_Contig1612|original@2184	107.6
4B	cluster_singlet|EPO_087_Contig1418|original@908	107.6
4B	Traes_4BS_6EAD366CD@365	107.6
4B	Cluster_4588|Contig1|complementarySeq@2001	107.9
4B	Cluster_4588|Contig2|complementarySeq@216	107.9
4B	Cluster_5829|Contig1|likelySeq@270	108.9
4B	Cluster_829|Contig1|original@5109	108.9
4B	Cluster_1977|Contig3|original@1784	110.6
4B	Cluster_6324|Contig1|original@279	110.6
4B	Cluster_4806|Contig2|complementarySeq@154	111
4B	Cluster_9274|Contig1|original@258	111
4B	Cluster_4602|Contig2|likelySeq@1346	111.6
4B	Cluster_4806|Contig1|likelySeq@1614	111.6
4B	Cluster_8676|Contig2|original@333	111.9
4B	Cluster_4023|Contig3|original@5235	112.1
4B	Cluster_4023|Contig4|original@5249	112.1
4B	Cluster_6259|Contig1|likelySeq@464	112.1
4B	Cluster_3092|Contig9|original@1379	114
4B	Cluster_3660|Contig1|complementarySeq@597	114
4B	Cluster_14|Contig2389|likelySeq@147	114.6
4B	Cluster_3699|Contig1|complementarySeq@601	114.6
4B	Cluster_4556|Contig2|complementarySeq@876	114.6
4B	Cluster_4556|Contig2|likelySeq@876	114.6
4B	Cluster_57|Contig5|original@605	114.6
4B	Cluster_7553|Contig3|original@2337	114.6
4B	Cluster_7553|Contig4|original@267	114.6
4B	Cluster_2016|Contig2|original@368	114.9
4B	Cluster_5302|Contig2|original@329	114.9
4B	Cluster_7553|Contig1|original@72	114.9
4B	Cluster_4381|Contig1|original@99	115.3
4B	Cluster_10534|Contig1|complementarySeq@390	117
4B	Cluster_3382|Contig1|original@1048	117
4B	Cluster_1185|Contig2|original@96	117.4
4B	Cluster_14018|Contig1|original@268	117.4
4B	Cluster_14|Contig127|original@2346	117.4
4B	Cluster_14|Contig207|original@181	117.4
4B	Cluster_14|Contig334|original@1617	117.4
4B	Cluster_15805|Contig1|complementarySeq@244	117.4
4B	Cluster_7715|Contig1|original@1085	117.7
4B	Cluster_152|Contig1|original@1463	118.5
4B	Cluster_2764|Contig2|original@694	122
4B	Cluster_1541|Contig1|likelySeq@2362	122.8
4B	Cluster_1541|Contig2|likelySeq@1083	122.8
4B	Cluster_1541|Contig4|likelySeq@1491	122.8
4B	Cluster_6287|Contig3|original@107	122.8
4B	Cluster_12911|Contig3|original@464	123.1
4B	Cluster_3746|Contig2|original@866	123.1
4B	Cluster_11589|Contig1|original@203	124.3
4B	Cluster_1215|Contig1|original@895	128.1
4B	Cluster_5068|Contig4|original@1241	128.1
4B	Cluster_5879|Contig1|likelySeq@616	129.4
4B	Cluster_4332|Contig2|original@796	133.3
4B	Cluster_325|Contig2|likelySeq@1896	137.9
4B	Cluster_1395|Contig1|original@226	138.5
4B	Cluster_14730|Contig1|original@1195	138.5
4B	Cluster_325|Contig2|complementarySeq@1882	138.5
4B	Cluster_5878|Contig2|original@1566	138.5
4B	Cluster_598|Contig1|likelySeq@1978	138.5
4B	Cluster_6281|Contig2|original@991	138.5
4B	Cluster_7168|Contig1|complementarySeq@271	138.5
4B	Cluster_10044|Contig1|complementarySeq@577	141.2
4B	Cluster_10044|Contig2|original@651	141.2
4B	Cluster_13054|Contig2|original@3053	141.2
4B	Cluster_7998|Contig2|original@291	141.2
4B	Cluster_14885|Contig1|complementarySeq@265	143.7
4B	Cluster_14|Contig388|complementarySeq@600	150.8
4B	Cluster_2433|Contig2|complementarySeq@418	150.8
4B	Cluster_10196|Contig1|complementarySeq@709	151.5
4B	Cluster_10196|Contig2|complementarySeq@1250	151.5
4B	Cluster_10196|Contig2|likelySeq@222	151.5
4B	Cluster_12409|Contig1|original@154	151.5
4B	Cluster_12409|Contig1|original@632	151.5
4B	Cluster_12409|Contig2|original@1889	151.5
4B	Cluster_12409|Contig4|original@658	151.5
4B	Cluster_21420|Contig1|original@1038	151.5
4B	Cluster_515|Contig2|original@2912	151.5
4B	Cluster_515|Contig2|original@3681	151.5
4B	Cluster_5370|Contig1|likelySeq@77	151.5
4B	Cluster_6496|Contig3|complementarySeq@1329	151.5
4B	Cluster_9836|Contig2|original@1040	151.5
4B	Cluster_26|Contig2|original@147	152.8
4B	Cluster_3485|Contig15|complementarySeq@1213	157.9
4B	Cluster_3485|Contig15|likelySeq@1213	157.9
4B	Cluster_7718|Contig1|complementarySeq@1275	157.9
4B	Cluster_7718|Contig2|complementarySeq@395	157.9
4B	Cluster_1401|Contig1|original@428	161.6
4B	Cluster_1401|Contig3|original@420	161.6
4B	Cluster_7298|Contig2|original@297	161.6
4B	Cluster_13569|Contig1|original@367	162.3
4B	Cluster_9555|Contig1|complementarySeq@553	162.3
4B	Cluster_9555|Contig1|likelySeq@1105	162.3
4B	Cluster_9555|Contig2|original@1102	162.3
4B	Cluster_13987|Contig1|original@1278	163.4
4B	Cluster_171|Contig2|complementarySeq@263	164.2
4B	Cluster_16538|Contig4|likelySeq@1980	167.3
4B	Cluster_2572|Contig1|original@223	167.3
4B	Cluster_3190|Contig1|complementarySeq@565	167.3
4B	Cluster_3193|Contig2|original@1925	167.3
4B	Cluster_16538|Contig4|complementarySeq@588	167.6
4B	Cluster_3193|Contig2|original@1200	167.6
4B	Cluster_5381|Contig4|original@699	167.9
4B	Cluster_12367|Contig3|original@1319	168.5
4B	Cluster_4921|Contig1|original@1286	168.5
4B	Cluster_13394|Contig2|original@463	169.1
4B	Cluster_2572|Contig1|original@1690	169.1
4B	Cluster_1989|Contig1|original@690	169.7
4B	Cluster_7201|Contig1|original@2450	169.7
4B	Cluster_7201|Contig1|original@2545	169.7
4B	Cluster_7201|Contig3|original@492	169.7
4B	Cluster_2951|Contig1|complementarySeq@837	170.3
4B	Cluster_434|Contig3|complementarySeq@2713	170.3
4B	Cluster_5374|Contig2|original@841	170.3
4B	Cluster_5292|Contig2|original@565	170.7
4B	Cluster_5292|Contig3|original@728	170.7
4B	Cluster_5940|Contig2|original@309	170.7
4B	Cluster_6659|Contig1|original@455	171.3
4B	Cluster_5634|Contig4|original@260	173.1
4B	Cluster_13493|Contig2|original@236	173.4
4B	Cluster_10183|Contig2|original@187	175.9
4B	Cluster_10232|Contig1|complementarySeq@189	175.9
4B	Cluster_19606|Contig1|original@328	175.9
4B	Cluster_7675|Contig1|complementarySeq@769	176.2
4B	Cluster_7675|Contig2|original@301	176.2
4B	Cluster_10546|Contig1|complementarySeq@2089	180.9
4B	Cluster_1450|Contig1|original@371	180.9
4B	Cluster_1450|Contig3|original@1875	180.9
4B	Cluster_1450|Contig3|original@489	180.9
4B	Cluster_14746|Contig4|original@658	180.9
4B	Cluster_3524|Contig11|original@1113	180.9
4B	Cluster_3524|Contig14|original@1142	180.9
4B	Cluster_3524|Contig19|original@718	180.9
4B	Cluster_3524|Contig1|original@765	180.9
4B	Cluster_9049|Contig1|original@703	180.9
4B	Cluster_9430|Contig1|likelySeq@1016	180.9
4B	Cluster_10233|Contig2|original@187	187.9
4B	Cluster_10233|Contig2|original@479	187.9
4B	Cluster_3523|Contig5|original@454	187.9
4B	Cluster_16143|Contig3|original@557	192.4
4B	Cluster_477|Contig1|likelySeq@407	192.4
4B	Traes_4BL_AF74BC98E@446	192.4
4B	Cluster_15055|Contig2|original@427	194.3
4B	Cluster_4998|Contig3|original@2421	194.3
4B	Cluster_4998|Contig7|original@2995	194.3
4B	Cluster_4998|Contig1|original@1107	194.5
4B	Cluster_4998|Contig4|original@2111	194.5
4B	Cluster_1044|Contig1|original@948	194.8
4B	Cluster_1288|Contig2|original@161	195.2
4B	Cluster_6386|Contig8|original@706	198.1
4B	Cluster_7607|Contig2|original@82	198.9
4B	Cluster_1890|Contig2|likelySeq@1018	201.1
4B	Cluster_8138|Contig6|original@268	201.7
4B	Cluster_8138|Contig8|original@224	201.7
4B	Traes_4BL_4E798449D@1409	201.7
4B	Cluster_3749|Contig2|original@778	206.3
4B	Cluster_3749|Contig3|original@923	206.3
4B	Cluster_7954|Contig1|original@355	207.5
4B	Cluster_4359|Contig2|original@4614	207.8
4B	Cluster_9821|Contig1|original@632	209.9
4B	Cluster_16019|Contig2|original@846	212.5
4B	Cluster_11604|Contig2|original@1877	214.2
4B	Cluster_3268|Contig1|original@236	218.7
4B	Cluster_3268|Contig1|original@407	218.7
4B	Cluster_25136|Contig1|less_than_5_individuals|original@242	219.1
4B	Cluster_2564|Contig12|original@1449	220.3
4B	Cluster_6003|Contig2|original@132	220.3
4B	Cluster_11283|Contig1|original@380	220.6
4B	Cluster_2564|Contig11|original@3985	220.6
4B	Cluster_2564|Contig16|original@221	220.6
4B	Cluster_2564|Contig2|original@192	220.6
4B	Cluster_5380|Contig2|likelySeq@1191	220.6
4B	Cluster_8052|Contig3|original@878	222.7
4B	Cluster_3279|Contig2|original@1620	223.1
4B	Cluster_3279|Contig7|original@1617	223.1
4B	Cluster_3279|Contig9|original@2656	223.1
4B	Cluster_4730|Contig1|original@307	223.1
4B	Cluster_2039|Contig1|original@303	225.1
4B	Cluster_7477|Contig1|complementarySeq@890	225.1
4B	Cluster_1968|Contig1|likelySeq@468	226.1
4B	Cluster_3007|Contig1|likelySeq@880	226.1
4B	Cluster_3698|Contig2|original@893	226.1
4B	Cluster_3698|Contig3|original@441	226.1
4B	Cluster_5585|Contig2|complementarySeq@1909	226.1
4B	Cluster_7814|Contig2|original@233	226.1
4B	Cluster_2025|Contig21|original@409	227.1
4B	Cluster_2025|Contig3|original@217	227.1
4B	Cluster_3713|Contig1|original@641	227.1
4B	Cluster_3713|Contig5|original@307	227.1
4B	Cluster_546|Contig1|original@126	227.1
4B	Cluster_3969|Contig3|original@76	227.4
5A	Cluster_3328|Contig3|original@313	0
5A	Cluster_3328|Contig3|original@677	0
5A	Cluster_3397|Contig1|complementarySeq@200	0
5A	Cluster_3397|Contig1|likelySeq@200	0
5A	Cluster_5245|Contig3|original@3374	6.10000000000002
5A	Cluster_242|Contig12|likelySeq@1606	15.4
5A	Cluster_6039|Contig1|original@169	15.4
5A	Cluster_6039|Contig3|complementarySeq@862	15.4
5A	Cluster_6039|Contig3|likelySeq@2260	15.4
5A	Cluster_9440|Contig6|likelySeq@287	21.6
5A	Cluster_1791|Contig2|original@380	23.9
5A	Cluster_7508|Contig3|original@1834	24.6
